,seed_id
hdcea_p,cpd15237
hdceap_c,cpd19845
hdcoa_c,cpd15238
hdd2coa_c,cpd03126
hdeACP_c,cpd15239
hemeO_c,cpd11313
hexACP_c,cpd11472
hg2_c,cpd00531
hg2_e,cpd00531
hg2_p,cpd00531
hgmeACP_c,cpd19846
hhlipa_c,cpd15484
his-L_c,cpd00119
his-L_e,cpd00119
his-L_p,cpd00119
hisp_c,cpd00807
histd_c,cpd00641
histrna_c,cpd12228
hkndd_c,cpd02731
hkntd_c,cpd09255
hlipa_c,cpd15485
hmbil_c,cpd00755
hmgth_c,cpd15487
hom-L_c,cpd00227
hom-L_e,cpd00227
hom-L_p,cpd00227
hphhlipa_c,cpd15488
hpmeACP_c,cpd19847
hpyr_c,cpd00145
hqn_c,cpd00415
hx2coa_c,cpd03125
hxa_c,cpd01113
hxa_e,cpd01113
hxa_p,cpd01113
hxan_c,cpd00226
hxan_e,cpd00226
hxan_p,cpd00226
hxcoa_c,cpd03124
iasp_c,cpd03470
ichor_c,cpd00658
